ID,Joining Date,Account Type,Date of Birth,Ethnicity
631634,5/29/2023,Basic,1/1/1940,Asian
633141,5/30/2023,Basic,5/20/1943,White
633342,2/8/2023,Basic,3/25/1972,Asian
636423,5/20/2023,Platinum,7/4/1983,Asian
637023,4/3/2023,Platinum,11/23/1953,Black
637483,5/31/2023,Basic,8/21/2009,White
637797,6/1/2023,Platinum,9/11/1956,Asian
638662,4/5/2023,Basic,3/4/2008,Black
638704,3/21/2023,Gold,4/6/1946,Other
639158,10/28/2023,Platinum,9/29/1989,White
639573,2/3/2023,Gold,10/7/1943,Other
642548,8/8/2023,Gold,6/1/2017,Black
644707,10/3/2023,Platinum,7/5/1995,White
645286,2/15/2023,Basic,5/7/2006,Other
647719,8/1/2023,Gold,7/20/2000,Black
649104,12/17/2023,Platinum,3/5/1946,Other
649840,6/11/2023,Basic,2/28/1947,Asian
650842,3/28/2023,Gold,6/6/1953,Other
652834,9/10/2023,Gold,11/19/1982,Black
654273,6/16/2023,Gold,10/10/1942,Black
654694,4/30/2023,Platinum,8/13/1985,Other
656037,7/11/2023,Platinum,8/17/1961,White
656164,4/2/2023,Basic,7/22/1956,Asian
656301,7/7/2023,Gold,1/31/1994,Asian
656794,4/10/2023,Basic,10/21/1951,Other
657908,12/19/2023,Platinum,8/21/1973,Asian
659716,5/27/2023,Platinum,11/9/2008,Black
660049,8/2/2023,Basic,11/21/1984,Asian
660162,9/16/2023,Platinum,12/2/2001,White
661243,9/17/2023,Gold,11/17/2011,Other
662004,9/3/2023,Platinum,4/3/2014,Black
662171,5/5/2023,Platinum,10/22/1943,Black
662810,2/25/2023,Gold,12/11/1994,Asian
663205,12/8/2023,Platinum,3/30/1981,Black
663516,4/25/2023,Gold,11/7/1996,Other
664103,3/23/2023,Gold,6/29/2014,Black
664634,2/6/2023,Basic,3/5/1952,Black
664737,11/19/2023,Gold,7/7/2000,Black
664810,3/10/2023,Gold,7/2/1947,Black
667164,3/31/2023,Gold,3/29/1977,Other
667559,2/14/2023,Basic,5/16/1985,Other
667852,6/27/2023,Basic,3/28/1947,Black
669150,12/27/2023,Platinum,10/27/1963,Black
669652,11/28/2023,Platinum,5/28/2009,Other
669663,4/20/2023,Gold,6/2/1994,White
673020,10/4/2023,Platinum,11/30/1979,Other
673141,1/19/2023,Gold,12/30/1955,White
673358,1/12/2023,Platinum,1/14/2014,Other
673773,8/26/2023,Gold,9/22/1951,White
674869,1/13/2023,Platinum,6/6/1991,Asian
675627,4/18/2023,Gold,8/17/1968,Other
675810,3/12/2023,Gold,12/12/1968,Other
676797,3/3/2023,Gold,11/3/1986,Asian
677472,10/16/2023,Gold,1/18/1996,Black
679893,12/28/2023,Basic,7/2/1951,Asian
681753,7/7/2023,Basic,9/1/2019,Black
682556,10/7/2023,Gold,9/30/1966,Black
682562,5/25/2023,Basic,4/16/1984,Black
683051,1/13/2023,Basic,7/8/1957,Black
683299,6/5/2023,Basic,9/12/2000,Asian
687384,6/15/2023,Basic,4/2/1963,Asian
687501,4/6/2023,Platinum,8/21/1976,Black
689247,11/4/2023,Gold,11/16/1985,Black
691378,1/27/2023,Basic,12/7/1979,Other
691430,10/11/2023,Platinum,4/25/1988,Black
692114,8/22/2023,Platinum,9/10/1973,Asian
693419,10/26/2023,Gold,2/27/1950,Black
694902,11/21/2023,Basic,3/30/2001,Asian
694973,12/21/2023,Platinum,10/24/2017,Other
695485,2/12/2023,Gold,11/26/1954,White
697757,8/30/2023,Gold,2/3/1989,Other
697830,11/21/2023,Gold,11/14/1948,White
698182,2/20/2023,Gold,12/28/1960,Asian
698434,3/11/2023,Basic,12/23/1946,Black
698848,8/28/2023,Platinum,5/8/1970,White
699074,8/4/2023,Basic,8/13/1972,Other
700604,6/30/2023,Gold,8/24/1969,White
700950,3/10/2023,Basic,6/18/1940,Black
701002,9/25/2023,Gold,3/2/1989,White
701108,11/21/2023,Basic,10/29/1975,White
701255,4/15/2023,Gold,3/22/1973,White
701314,10/24/2023,Platinum,3/27/1981,White
701647,10/22/2023,Platinum,4/27/1954,Other
703312,7/25/2023,Gold,12/18/2012,Other
703596,10/26/2023,Platinum,6/6/1948,White
704040,12/6/2023,Basic,8/1/1993,Asian
704346,7/13/2023,Gold,11/4/1978,Other
704688,12/28/2023,Basic,1/2/2017,Other
706102,4/15/2023,Platinum,6/19/1958,White
708191,4/12/2023,Basic,6/30/1974,White
711747,1/30/2023,Gold,9/28/1940,White
712911,2/18/2023,Gold,6/5/1943,Other
713378,11/13/2023,Basic,9/28/1977,Black
713519,6/4/2023,Gold,2/25/1964,White
714000,12/28/2023,Platinum,11/8/1999,White
714124,3/7/2023,Platinum,12/24/1986,Other
714800,1/26/2023,Basic,6/25/1974,Asian
716137,8/15/2023,Basic,1/6/1987,Other
716354,1/10/2023,Gold,12/18/1997,Black
716900,12/18/2023,Gold,9/30/2003,Asian
717206,6/21/2023,Platinum,6/19/1963,Black
717582,8/10/2023,Basic,8/5/1950,Other
719232,9/17/2023,Platinum,3/6/1983,White
720200,9/21/2023,Basic,12/24/1996,Other
720946,11/26/2023,Basic,6/7/1984,White
720947,8/19/2023,Basic,11/17/1997,Other
721246,12/13/2023,Gold,6/24/2002,Asian
721471,1/31/2023,Platinum,8/17/1985,Other
722586,12/16/2023,Gold,5/15/1942,White
723823,5/31/2023,Basic,5/17/2005,White
725107,12/13/2023,Gold,5/7/1991,Black
725200,6/23/2023,Basic,3/26/1952,Asian
725355,3/19/2023,Gold,9/22/1975,Asian
725517,9/9/2023,Basic,11/29/1943,White
727292,4/11/2023,Gold,1/13/1984,Black
729571,6/26/2023,Platinum,8/1/2004,Black
730864,5/24/2023,Gold,4/26/2015,Other
731003,1/13/2023,Platinum,9/16/1941,White
731015,6/10/2023,Basic,12/2/1955,Other
731240,4/4/2023,Gold,5/8/1951,Other
731691,3/16/2023,Platinum,7/29/1951,Black
732882,8/18/2023,Platinum,6/15/1950,White
733667,1/20/2023,Platinum,11/15/1944,Black
734567,9/6/2023,Basic,1/22/1976,Black
737345,2/14/2023,Gold,1/27/1971,Other
738405,5/2/2023,Basic,10/12/1952,Asian
739156,7/27/2023,Platinum,10/20/1976,White
740085,9/11/2023,Platinum,10/8/2002,Other
742071,1/19/2023,Platinum,9/22/1968,White
742364,2/2/2023,Gold,9/9/1978,Black
742714,5/5/2023,Gold,4/4/1968,Black
743567,9/12/2023,Platinum,9/19/1971,Other
745654,12/8/2023,Gold,11/25/1996,Other
747682,5/21/2023,Platinum,12/4/1985,Black
747974,2/10/2023,Gold,8/14/1966,Asian
748205,2/5/2023,Gold,6/19/2002,Asian
748215,4/25/2023,Gold,5/1/2013,Black
748491,11/20/2023,Platinum,12/7/1957,Asian
751067,7/20/2023,Platinum,9/6/2000,Black
751597,7/14/2023,Basic,12/25/1966,White
753388,11/6/2023,Platinum,5/16/1952,Asian
753670,11/14/2023,Basic,12/4/1991,Black
754172,7/24/2023,Basic,7/21/2011,White
754452,10/4/2023,Basic,11/13/1955,Other
754791,1/3/2023,Basic,7/17/1952,Other
755120,1/12/2023,Platinum,7/6/1984,Other
755287,3/24/2023,Platinum,8/27/1997,Black
755822,11/19/2023,Gold,7/4/1942,Black
759212,7/29/2023,Platinum,10/6/2017,White
759289,10/30/2023,Platinum,8/9/1965,Asian
759970,12/8/2023,Gold,8/22/1969,White
760048,7/17/2023,Basic,4/17/2011,Black
761244,1/2/2023,Platinum,12/26/1942,White
761978,11/17/2023,Gold,11/4/1991,Asian
762315,10/22/2023,Gold,1/26/1940,White
762476,3/23/2023,Basic,6/3/1956,Other
762634,10/19/2023,Platinum,1/14/1980,White
765708,12/21/2023,Basic,6/27/1982,Black
765987,12/22/2023,Platinum,6/25/1989,Black
766091,7/3/2023,Basic,10/24/2013,White
768053,6/14/2023,Gold,1/17/1998,White
769158,10/12/2023,Basic,3/9/1996,Asian
771144,4/8/2023,Basic,10/21/1962,Asian
771442,2/22/2023,Basic,5/7/1974,White
772826,1/28/2023,Basic,8/29/1978,White
773841,5/19/2023,Platinum,3/18/1990,Other
774922,11/19/2023,Gold,8/14/2011,Black
775261,5/3/2023,Gold,2/23/1952,White
777515,1/31/2023,Basic,4/3/1989,White
778767,5/12/2023,Basic,6/5/1991,White
779147,12/27/2023,Basic,7/28/1989,Other
779629,4/13/2023,Platinum,6/30/1993,White
783242,7/18/2023,Basic,2/12/1952,Other
784400,11/26/2023,Gold,12/10/2002,Asian
784685,1/29/2023,Platinum,6/17/1968,White
785116,1/24/2023,Gold,11/25/1957,White
785851,11/8/2023,Basic,6/12/1981,Other
785906,6/22/2023,Basic,6/20/1967,Asian
786474,8/19/2023,Gold,4/5/1992,Other
788351,7/14/2023,Platinum,5/7/1985,White
790504,10/4/2023,Platinum,6/13/1955,White
791553,6/28/2023,Gold,9/24/1982,White
791769,11/4/2023,Gold,11/2/1968,Black
791978,3/28/2023,Basic,10/18/1985,White
792923,7/25/2023,Basic,10/16/1958,White
793000,2/12/2023,Basic,4/29/1951,Asian
793732,8/28/2023,Platinum,5/19/1986,Asian
796180,9/16/2023,Basic,3/10/1944,Other
797127,4/19/2023,Platinum,6/26/1987,Black
798734,7/20/2023,Gold,11/5/1957,Black
800314,5/12/2023,Basic,7/20/1963,Other
801185,9/29/2023,Basic,3/17/1975,Other
801200,5/15/2023,Platinum,1/25/1979,Black
801415,12/2/2023,Gold,7/7/2010,Asian
801438,1/31/2023,Basic,6/20/1950,Asian
802490,10/27/2023,Basic,5/13/1970,Other
803346,10/8/2023,Gold,9/17/2015,Other
804299,10/6/2023,Gold,11/4/1957,Other
804513,2/25/2023,Gold,5/12/1974,Asian
805034,3/19/2023,Platinum,1/10/1968,Asian
805246,4/16/2023,Gold,7/20/1971,Asian
806648,1/29/2023,Platinum,8/20/1986,Other
806735,1/11/2023,Platinum,4/15/1945,Asian
806747,1/5/2023,Basic,5/31/2007,Other
806804,1/28/2023,Basic,10/5/1948,Other
808528,11/26/2023,Gold,4/5/1992,White
808972,9/5/2023,Platinum,2/19/2006,Other
809513,1/6/2023,Basic,1/1/1951,Black
809555,6/26/2023,Basic,5/7/1952,Other
813344,1/20/2023,Gold,11/4/1966,White
813986,8/20/2023,Gold,5/2/1979,Other
814161,7/3/2023,Gold,12/2/1999,Black
814220,6/9/2023,Basic,4/21/1942,Other
817709,9/12/2023,Platinum,11/3/1988,Other
818135,4/3/2023,Gold,4/11/1954,Asian
822881,7/17/2023,Gold,3/26/2012,Other
823045,7/12/2023,Basic,1/23/1990,Black
824009,4/27/2023,Platinum,3/27/1989,Black
824746,11/23/2023,Platinum,11/29/1984,Black
825555,10/29/2023,Platinum,11/10/2019,Asian
825747,8/4/2023,Basic,10/7/1958,Black
826580,9/28/2023,Gold,9/6/1975,Black
827538,9/2/2023,Gold,12/21/1982,White
828504,2/10/2023,Basic,9/21/2013,Other
828717,5/4/2023,Basic,10/8/1978,White
829132,11/20/2023,Gold,5/19/1991,Other
829199,1/5/2023,Basic,1/25/1978,Other
829567,12/19/2023,Gold,5/17/2019,Asian
829902,2/11/2023,Platinum,4/14/1968,Other
830235,3/14/2023,Gold,8/15/1947,Black
830903,6/7/2023,Gold,3/3/1994,Other
832052,3/12/2023,Basic,8/21/1981,Black
832494,10/16/2023,Gold,6/23/1964,White
835234,3/13/2023,Basic,6/4/1948,Other
838073,3/26/2023,Basic,9/14/2011,Asian
838883,5/29/2023,Basic,12/10/1980,White
838906,11/26/2023,Gold,6/1/1976,White
840464,1/6/2023,Gold,7/18/1968,Asian
842913,3/29/2023,Gold,4/22/1945,Other
843274,5/22/2023,Basic,8/11/1941,Other
844387,2/2/2023,Basic,1/17/1950,Asian
845293,1/2/2023,Platinum,5/28/1946,Black
845839,3/17/2023,Platinum,5/29/1979,Black
847929,6/16/2023,Basic,10/14/1951,Asian
848472,10/18/2023,Gold,10/20/2009,Other
848661,10/8/2023,Platinum,12/2/1957,Black
848904,11/14/2023,Basic,1/6/1962,White
849187,7/8/2023,Platinum,10/27/1951,Other
850145,8/23/2023,Gold,4/4/2019,Other
850402,1/23/2023,Gold,9/17/1991,Other
850734,12/19/2023,Platinum,2/20/1968,White
850891,6/11/2023,Basic,4/14/1941,Black
851016,10/18/2023,Platinum,1/18/2010,White
853101,12/8/2023,Basic,4/13/1984,Other
853490,8/21/2023,Basic,8/18/2011,Black
854139,7/19/2023,Platinum,7/12/1978,Other
855858,12/15/2023,Platinum,11/20/1959,White
856901,4/2/2023,Basic,10/21/1941,Other
858465,12/25/2023,Basic,7/2/1957,Black
858519,7/1/2023,Gold,1/27/2000,White
859391,3/15/2023,Platinum,4/11/1999,Black
861502,9/24/2023,Basic,5/7/1981,Other
861565,9/30/2023,Basic,5/19/1996,Black
862571,2/7/2023,Gold,3/10/1962,Black
863243,1/1/2023,Platinum,12/30/2007,Other
863998,2/24/2023,Platinum,11/23/2006,Asian
864964,12/16/2023,Platinum,1/8/1973,Black
865336,6/15/2023,Gold,11/27/1969,Other
866947,2/2/2023,Gold,4/11/1949,Other
867196,4/8/2023,Basic,6/18/1953,Other
867729,2/3/2023,Basic,4/24/1957,Black
868193,12/14/2023,Basic,9/11/1948,White
868733,6/22/2023,Basic,2/17/1967,Asian
871141,4/16/2023,Basic,2/24/1944,Other
871764,1/2/2023,Gold,10/29/1967,White
873760,4/26/2023,Gold,12/31/1980,White
874417,11/9/2023,Platinum,8/12/1985,Other
875629,5/20/2023,Basic,6/4/1950,Other
878212,12/22/2023,Basic,3/1/1957,White
878212,12/8/2023,Basic,3/1/1957,White
878515,5/7/2023,Gold,7/21/1989,Other
879093,11/6/2023,Gold,9/21/1968,Black
879426,7/31/2023,Gold,9/28/1996,Other
881176,4/25/2023,Basic,1/18/1979,Other
881325,6/21/2023,Basic,7/11/1981,Other
881809,8/10/2023,Basic,10/29/1961,White
883835,8/18/2023,Gold,11/18/1987,Asian
884641,2/12/2023,Basic,2/20/1970,Other
884949,5/31/2023,Gold,12/3/1943,Asian
888481,1/11/2023,Basic,10/14/2017,Other
888532,1/17/2023,Gold,1/11/2013,White
889441,9/2/2023,Basic,9/23/2000,Asian
889600,10/7/2023,Gold,6/2/1946,Asian
890043,2/8/2023,Basic,5/24/2010,White
890532,6/16/2023,Gold,4/15/1988,White
890720,7/7/2023,Gold,9/20/1967,White
892110,9/27/2023,Gold,5/27/1955,Asian
892338,11/5/2023,Platinum,6/3/1961,White
893948,1/1/2023,Gold,9/1/2013,White
894124,8/18/2023,Gold,10/20/1981,Asian
894920,3/25/2023,Platinum,12/3/1979,White
895152,3/28/2023,Basic,8/4/1941,Asian
896280,8/6/2023,Basic,9/24/1996,Other
897163,10/11/2023,Platinum,10/5/1986,Other
897320,10/31/2023,Basic,4/13/1978,White
898177,2/28/2023,Platinum,10/13/1975,Asian
899966,1/5/2023,Gold,2/13/2015,White
900289,6/16/2023,Basic,1/29/1987,Other
900582,8/29/2023,Gold,12/9/1963,Asian
900910,2/27/2023,Gold,9/21/1967,White
900970,10/7/2023,Basic,2/27/1985,Asian
901811,9/18/2023,Basic,8/28/1968,White
905817,2/17/2023,Gold,4/24/1969,Other
906366,12/14/2023,Gold,5/15/2015,Asian
906500,12/14/2023,Platinum,5/31/2007,Other
907496,6/9/2023,Platinum,12/22/2002,Asian
908478,4/25/2023,Gold,10/5/1941,Asian
909727,9/26/2023,Gold,1/20/2011,Asian
911428,8/27/2023,Gold,5/4/2005,Black
911471,4/5/2023,Basic,1/11/2007,White
913984,2/15/2023,Platinum,9/6/2008,White
914893,7/18/2023,Basic,1/3/1969,White
915339,4/28/2023,Gold,5/7/1997,White
917106,10/31/2023,Platinum,10/16/1942,Asian
918029,10/28/2023,Gold,11/21/1969,Black
918799,6/4/2023,Gold,10/22/2010,White
918911,11/4/2023,Gold,3/5/1954,Black
919470,4/27/2023,Basic,10/9/1949,Other
919938,10/31/2023,Gold,12/6/1995,White
920547,10/29/2023,Basic,12/28/1943,Asian
920752,1/4/2023,Gold,9/1/1990,White
921939,9/29/2023,Gold,2/5/1963,Other
922365,4/13/2023,Basic,8/11/2011,Asian
923843,12/24/2023,Gold,12/11/2015,White
924472,3/24/2023,Basic,6/14/1972,White
925655,6/26/2023,Gold,12/26/2017,Asian
926550,12/6/2023,Basic,10/31/1942,Asian
929308,1/5/2023,Basic,10/19/2004,Other
930802,5/14/2023,Gold,2/18/2018,Asian
931023,9/7/2023,Platinum,3/5/1985,Black
931463,12/22/2023,Platinum,8/30/1978,Other
932133,3/25/2023,Basic,9/22/1944,Black
932627,12/12/2023,Platinum,12/1/1953,Other
933040,1/16/2023,Gold,12/12/1991,Asian
933326,10/5/2023,Gold,10/6/2010,Other
934663,4/27/2023,Basic,1/29/1969,Black
935038,8/28/2023,Platinum,1/24/2007,Black
937520,10/30/2023,Gold,2/8/1964,Other
938419,8/17/2023,Basic,10/4/2003,White
938610,2/14/2023,Platinum,11/18/2006,Other
939708,9/30/2023,Basic,4/1/1971,White
939786,11/25/2023,Gold,6/16/1997,Other
940125,10/2/2023,Gold,9/22/1949,Black
940236,8/20/2023,Platinum,12/28/1957,White
940601,2/9/2023,Platinum,8/4/2011,Other
942174,5/10/2023,Gold,6/11/1984,White
942724,10/9/2023,Platinum,5/23/1979,Black
943346,11/30/2023,Basic,8/27/1957,Other
943375,1/24/2023,Platinum,7/26/1958,Other
947646,9/5/2023,Gold,4/14/1968,Asian
947772,12/27/2023,Gold,9/14/1964,Asian
949651,11/25/2023,Platinum,9/13/1940,Other
949894,6/22/2023,Gold,12/21/1946,Asian
950849,11/8/2023,Gold,7/30/1990,Black
951213,8/31/2023,Basic,8/29/1982,Asian
952333,11/15/2023,Gold,3/5/2000,Other
954550,4/8/2023,Gold,1/23/1953,Black
957074,6/28/2023,Gold,9/18/1964,Other
957631,1/29/2023,Basic,6/19/1956,Black
959681,11/4/2023,Basic,11/30/1945,White
960368,1/26/2023,Platinum,9/5/1997,Asian
960401,9/9/2023,Gold,2/26/1991,Black
960910,7/13/2023,Basic,12/16/1997,Black
963473,11/13/2023,Platinum,10/1/2014,White
963545,10/15/2023,Basic,12/19/2001,White
963921,3/20/2023,Gold,9/8/2011,Black
964885,7/31/2023,Basic,1/5/1990,Asian
968654,3/12/2023,Gold,1/26/1981,White
968967,12/7/2023,Gold,12/24/1992,Asian
970285,8/4/2023,Basic,8/21/1988,Other
970548,12/12/2023,Platinum,5/9/1996,Asian
970794,6/26/2023,Platinum,11/1/1969,Asian
970978,7/8/2023,Platinum,1/28/1945,White
971397,10/20/2023,Platinum,10/21/1970,Other
973103,3/19/2023,Platinum,3/29/1942,Asian
973596,12/16/2023,Platinum,2/22/1971,Other
973755,10/10/2023,Platinum,1/12/1998,Black
973817,8/7/2023,Gold,7/26/1990,Black
974075,9/6/2023,Basic,3/24/1982,White
976803,4/14/2023,Platinum,7/11/1940,Black
978249,2/20/2023,Platinum,7/9/1944,Asian
978930,2/25/2023,Basic,3/27/2016,Asian
979311,6/8/2023,Platinum,12/8/2010,White
979652,5/15/2023,Platinum,5/23/1956,Black
980787,3/13/2023,Platinum,2/18/1975,Black
982585,4/11/2023,Gold,2/7/2016,Black
982613,8/23/2023,Platinum,5/29/1949,White
982951,3/3/2023,Platinum,3/6/1982,Black
983034,12/6/2023,Platinum,11/13/1972,Asian
983346,11/24/2023,Basic,8/19/1951,Asian
983979,12/27/2023,Basic,5/4/1954,White
984067,4/22/2023,Basic,4/9/1958,Black
984843,4/28/2023,Platinum,9/23/1958,Asian
985783,5/6/2023,Basic,3/28/1951,Asian
986393,9/2/2023,Basic,12/14/2003,Black
988008,2/6/2023,Gold,7/9/1971,Asian
989180,3/14/2023,Gold,9/18/1953,White
990258,7/16/2023,Gold,12/3/1998,Black
991305,4/16/2023,Platinum,10/30/1986,Other
993112,6/30/2023,Platinum,10/2/1942,Asian
993957,7/17/2023,Platinum,3/7/1944,Asian
993967,2/15/2023,Platinum,2/23/1951,Asian
994016,3/29/2023,Platinum,3/29/1955,Other
994289,6/16/2023,Gold,5/9/1990,White
994611,1/10/2023,Basic,6/19/1994,Black
995456,2/17/2023,Basic,3/5/1975,Other
997703,9/19/2023,Platinum,1/7/1998,Other
